run_id,epoch,step_in_epoch,global_step,train_loss,train_ppl,grad_norm,grad_over_clip,would_clip,step_ms,tokens_per_sec,max_rss_kb,bad_loss
1774021636,1,1,1,5.545245,256.017212,0.183683,0.183683,0,1372.859,5967.110,41204,0
1774021636,2,1,2,5.541455,255.048767,0.181719,0.181719,0,1470.661,5570.283,42344,0
1774021636,3,1,3,5.537683,254.088470,0.186999,0.186999,0,1659.464,4936.534,42344,0
1774021636,4,1,4,5.532571,252.792969,0.191148,0.191148,0,1539.671,5320.618,42344,0
1774021636,5,1,5,5.530809,252.347961,0.192332,0.192332,0,1518.478,5394.877,42344,0
1774021636,6,1,6,5.526706,251.314651,0.196710,0.196710,0,1516.922,5400.411,42344,0
1774021636,7,1,7,5.521871,250.102448,0.208618,0.208618,0,1568.714,5222.111,42344,0
1774021636,8,1,8,5.518606,249.287338,0.215238,0.215238,0,2137.368,3832.752,42344,0
1774021636,9,1,9,5.516220,248.693222,0.217812,0.217812,0,2398.855,3414.962,42344,0
